source_file,temperature,rpm,vibration_total,vibration_rms,vibration_mean,vibration_peak,vibration_std,risk_level
2004.02.14.10.42.39,0,0,0.082391,0.082391,-0.001949,0.532,0.082368,NORMAL
2004.02.14.10.52.39,0,0,0.083872,0.083872,-0.001742,0.835,0.083854,NORMAL
2004.02.14.11.02.39,0,0,0.083677,0.083677,-0.001866,0.684,0.083656,NORMAL
2004.02.14.11.12.39,0,0,0.084973,0.084973,-0.001937,0.862,0.084951,NORMAL
2004.02.14.11.22.39,0,0,0.084946,0.084946,-0.001961,0.71,0.084924,NORMAL
2004.02.14.11.32.39,0,0,0.084023,0.084023,-0.001678,0.686,0.084006,NORMAL
2004.02.14.11.42.39,0,0,0.083399,0.083399,-0.001986,0.84,0.083375,NORMAL
2004.02.14.11.52.39,0,0,0.083972,0.083972,-0.001856,0.608,0.083952,NORMAL
2004.02.14.12.02.39,0,0,0.085548,0.085548,-0.002049,0.664,0.085524,NORMAL
2004.02.14.12.12.39,0,0,0.084292,0.084292,-0.002095,0.725,0.084266,NORMAL
2004.02.14.12.22.39,0,0,0.08404,0.08404,-0.001904,0.977,0.084018,NORMAL
2004.02.14.12.32.39,0,0,0.084401,0.084401,-0.002555,0.706,0.084362,NORMAL
2004.02.14.12.42.39,0,0,0.083807,0.083807,-0.001924,0.806,0.083785,NORMAL
2004.02.14.12.52.39,0,0,0.083124,0.083124,-0.002034,0.691,0.083099,NORMAL
2004.02.14.13.02.39,0,0,0.083071,0.083071,-0.002368,0.708,0.083037,NORMAL
2004.02.14.13.12.39,0,0,0.083945,0.083945,-0.001955,0.996,0.083922,NORMAL
2004.02.14.13.22.39,0,0,0.082642,0.082642,-0.002334,0.847,0.082609,NORMAL
2004.02.14.13.32.39,0,0,0.083026,0.083026,-0.002237,0.696,0.082996,NORMAL
2004.02.14.13.42.39,0,0,0.083604,0.083604,-0.002014,0.759,0.08358,NORMAL
2004.02.14.13.52.39,0,0,0.082473,0.082473,-0.001755,0.859,0.082455,NORMAL
2004.02.14.14.02.39,0,0,0.083008,0.083008,-0.002013,0.796,0.082984,NORMAL
2004.02.14.14.12.39,0,0,0.08486,0.08486,-0.002047,0.728,0.084835,NORMAL
2004.02.14.14.22.39,0,0,0.084742,0.084742,-0.001901,0.793,0.084721,NORMAL
2004.02.14.14.32.39,0,0,0.082113,0.082113,-0.002095,0.681,0.082086,NORMAL
2004.02.14.14.42.39,0,0,0.082642,0.082642,-0.00192,0.688,0.082619,NORMAL
2004.02.14.14.52.39,0,0,0.083673,0.083673,-0.002024,0.752,0.083649,NORMAL
2004.02.14.15.02.39,0,0,0.083068,0.083068,-0.001924,0.984,0.083046,NORMAL
2004.02.14.15.12.39,0,0,0.083417,0.083417,-0.001624,0.908,0.083402,NORMAL
2004.02.14.15.22.39,0,0,0.082949,0.082949,-0.001777,0.688,0.08293,NORMAL
2004.02.14.15.32.39,0,0,0.082814,0.082814,-0.00224,0.713,0.082783,NORMAL
2004.02.14.15.42.39,0,0,0.082346,0.082346,-0.002177,0.649,0.082317,NORMAL
2004.02.14.15.52.39,0,0,0.083773,0.083773,-0.001888,0.876,0.083752,NORMAL
2004.02.14.16.02.39,0,0,0.083474,0.083474,-0.001898,0.854,0.083452,NORMAL
2004.02.14.16.12.39,0,0,0.083018,0.083018,-0.002171,0.894,0.08299,NORMAL
2004.02.14.16.22.39,0,0,0.082918,0.082918,-0.001928,0.735,0.082896,NORMAL
2004.02.14.16.32.39,0,0,0.083443,0.083443,-0.0021,0.669,0.083417,NORMAL
2004.02.14.16.42.39,0,0,0.083193,0.083193,-0.001678,0.676,0.083176,NORMAL
2004.02.14.16.52.39,0,0,0.083459,0.083459,-0.001991,0.762,0.083435,NORMAL
2004.02.14.17.02.39,0,0,0.083245,0.083245,-0.00203,0.559,0.08322,NORMAL
2004.02.14.17.12.39,0,0,0.083997,0.083997,-0.001558,0.874,0.083983,NORMAL
2004.02.14.17.22.39,0,0,0.08329,0.08329,-0.002272,0.64,0.083259,NORMAL
2004.02.14.17.32.39,0,0,0.083178,0.083178,-0.002024,0.637,0.083153,NORMAL
2004.02.14.17.42.39,0,0,0.083332,0.083332,-0.002205,0.891,0.083303,NORMAL
2004.02.14.17.52.39,0,0,0.082165,0.082165,-0.001888,0.671,0.082143,NORMAL
2004.02.14.18.02.39,0,0,0.081704,0.081704,-0.002112,0.623,0.081677,NORMAL
2004.02.14.18.12.39,0,0,0.082724,0.082724,-0.001911,0.564,0.082701,NORMAL
2004.02.14.18.22.39,0,0,0.083135,0.083135,-0.002119,0.559,0.083108,NORMAL
2004.02.14.18.32.39,0,0,0.082643,0.082643,-0.001888,0.857,0.082621,NORMAL
2004.02.14.18.42.39,0,0,0.084716,0.084716,-0.00182,0.898,0.084696,NORMAL
2004.02.14.18.52.39,0,0,0.083916,0.083916,-0.0015,0.784,0.083902,NORMAL
2004.02.14.19.02.39,0,0,0.083492,0.083492,-0.002268,0.969,0.083461,NORMAL
2004.02.14.19.12.39,0,0,0.083665,0.083665,-0.001653,0.818,0.083648,NORMAL
2004.02.14.19.22.39,0,0,0.082223,0.082223,-0.001747,0.764,0.082204,NORMAL
2004.02.14.19.32.39,0,0,0.082684,0.082684,-0.001868,0.635,0.082663,NORMAL
2004.02.14.19.42.39,0,0,0.083266,0.083266,-0.00166,0.588,0.08325,NORMAL
2004.02.14.19.52.39,0,0,0.082218,0.082218,-0.002164,0.664,0.082189,NORMAL
2004.02.14.20.02.39,0,0,0.084094,0.084094,-0.002095,0.823,0.084068,NORMAL
2004.02.14.20.12.39,0,0,0.083451,0.083451,-0.002074,0.833,0.083425,NORMAL
2004.02.14.20.22.39,0,0,0.08363,0.08363,-0.002352,0.613,0.083597,NORMAL
2004.02.14.20.32.39,0,0,0.082531,0.082531,-0.001665,0.876,0.082514,NORMAL
2004.02.14.20.42.39,0,0,0.08209,0.08209,-0.002266,0.989,0.082059,NORMAL
2004.02.14.20.52.39,0,0,0.08197,0.08197,-0.002104,1.008,0.081943,NORMAL
2004.02.14.21.02.39,0,0,0.083075,0.083075,-0.001962,0.918,0.083052,NORMAL
2004.02.14.21.12.39,0,0,0.083899,0.083899,-0.00189,0.925,0.083878,NORMAL
2004.02.14.21.22.39,0,0,0.082924,0.082924,-0.001716,0.679,0.082907,NORMAL
2004.02.14.21.32.39,0,0,0.083248,0.083248,-0.002136,0.84,0.08322,NORMAL
2004.02.14.21.42.39,0,0,0.082316,0.082316,-0.001685,0.764,0.082298,NORMAL
2004.02.14.21.52.39,0,0,0.084091,0.084091,-0.00165,0.696,0.084075,NORMAL
2004.02.14.22.02.39,0,0,0.083661,0.083661,-0.002146,0.669,0.083633,NORMAL
2004.02.14.22.12.39,0,0,0.083094,0.083094,-0.001661,0.732,0.083077,NORMAL
2004.02.14.22.22.39,0,0,0.083051,0.083051,-0.002085,0.713,0.083025,NORMAL
2004.02.14.22.32.39,0,0,0.083035,0.083035,-0.001824,0.962,0.083015,NORMAL
2004.02.14.22.42.39,0,0,0.081196,0.081196,-0.001705,0.662,0.081178,NORMAL
2004.02.14.22.52.39,0,0,0.082782,0.082782,-0.002391,0.825,0.082748,NORMAL
2004.02.14.23.02.39,0,0,0.083625,0.083625,-0.001725,0.83,0.083607,NORMAL
2004.02.14.23.12.39,0,0,0.084072,0.084072,-0.001998,0.886,0.084049,NORMAL
2004.02.14.23.22.39,0,0,0.083786,0.083786,-0.002037,0.947,0.083761,NORMAL
2004.02.14.23.32.39,0,0,0.082889,0.082889,-0.001921,0.596,0.082867,NORMAL
2004.02.14.23.42.39,0,0,0.084613,0.084613,-0.001889,0.701,0.084592,NORMAL
2004.02.14.23.52.39,0,0,0.082666,0.082666,-0.001703,0.886,0.082648,NORMAL
2004.02.15.00.02.39,0,0,0.083272,0.083272,-0.001815,0.684,0.083252,NORMAL
2004.02.15.00.12.39,0,0,0.08245,0.08245,-0.002287,0.776,0.082419,NORMAL
2004.02.15.00.22.39,0,0,0.081762,0.081762,-0.001912,0.591,0.081739,NORMAL
2004.02.15.00.32.39,0,0,0.082566,0.082566,-0.001939,0.786,0.082544,NORMAL
2004.02.15.00.42.39,0,0,0.083393,0.083393,-0.00179,0.962,0.083373,NORMAL
2004.02.15.00.52.39,0,0,0.082955,0.082955,-0.001783,0.662,0.082935,NORMAL
2004.02.15.01.02.39,0,0,0.083842,0.083842,-0.002232,0.969,0.083812,NORMAL
2004.02.15.01.12.39,0,0,0.08367,0.08367,-0.001998,0.95,0.083647,NORMAL
2004.02.15.01.22.39,0,0,0.082334,0.082334,-0.001684,0.623,0.082317,NORMAL
2004.02.15.01.32.39,0,0,0.082429,0.082429,-0.002048,0.942,0.082404,NORMAL
2004.02.15.01.42.39,0,0,0.082317,0.082317,-0.001934,0.791,0.082294,NORMAL
2004.02.15.01.52.39,0,0,0.083004,0.083004,-0.001543,0.732,0.08299,NORMAL
2004.02.15.02.02.39,0,0,0.08443,0.08443,-0.001765,0.72,0.084412,NORMAL
2004.02.15.02.12.39,0,0,0.083387,0.083387,-0.001987,0.991,0.083363,NORMAL
2004.02.15.02.22.39,0,0,0.083614,0.083614,-0.002029,0.913,0.08359,NORMAL
2004.02.15.02.32.39,0,0,0.082483,0.082483,-0.001893,0.891,0.082461,NORMAL
2004.02.15.02.42.39,0,0,0.083739,0.083739,-0.002126,0.869,0.083712,NORMAL
2004.02.15.02.52.39,0,0,0.082905,0.082905,-0.002782,0.823,0.082858,NORMAL
2004.02.15.03.02.39,0,0,0.082088,0.082088,-0.002007,0.686,0.082064,NORMAL
2004.02.15.03.12.39,0,0,0.082494,0.082494,-0.001661,0.703,0.082478,NORMAL
2004.02.15.03.22.39,0,0,0.083484,0.083484,-0.001995,0.737,0.08346,NORMAL
2004.02.15.03.32.39,0,0,0.083119,0.083119,-0.001832,0.627,0.083099,NORMAL
2004.02.15.03.42.39,0,0,0.083187,0.083187,-0.002222,0.859,0.083157,NORMAL
2004.02.15.03.52.39,0,0,0.08431,0.08431,-0.001857,0.83,0.08429,NORMAL
2004.02.15.04.02.39,0,0,0.083709,0.083709,-0.001818,0.642,0.08369,NORMAL
2004.02.15.04.12.39,0,0,0.083694,0.083694,-0.002071,0.85,0.083668,NORMAL
2004.02.15.04.22.39,0,0,0.083163,0.083163,-0.001866,0.852,0.083142,NORMAL
2004.02.15.04.32.39,0,0,0.083389,0.083389,-0.001984,0.767,0.083366,NORMAL
2004.02.15.04.42.39,0,0,0.083171,0.083171,-0.001828,0.879,0.083151,NORMAL
2004.02.15.04.52.39,0,0,0.080555,0.080555,-0.002144,0.63,0.080526,NORMAL
2004.02.15.05.02.39,0,0,0.083799,0.083799,-0.001539,1.155,0.083785,NORMAL
2004.02.15.05.12.39,0,0,0.083112,0.083112,-0.002049,0.876,0.083086,NORMAL
2004.02.15.05.22.39,0,0,0.081802,0.081802,-0.002152,0.903,0.081774,NORMAL
2004.02.15.05.32.39,0,0,0.083245,0.083245,-0.002034,0.764,0.08322,NORMAL
2004.02.15.05.42.39,0,0,0.080619,0.080619,-0.002205,0.615,0.080589,NORMAL
2004.02.15.05.52.39,0,0,0.082426,0.082426,-0.002012,0.852,0.082401,NORMAL
2004.02.15.06.02.39,0,0,0.083045,0.083045,-0.002284,0.825,0.083013,NORMAL
2004.02.15.06.12.39,0,0,0.082657,0.082657,-0.001951,0.847,0.082634,NORMAL
2004.02.15.06.22.39,0,0,0.081525,0.081525,-0.002155,0.591,0.081496,NORMAL
2004.02.15.06.32.39,0,0,0.082986,0.082986,-0.002135,0.735,0.082959,NORMAL
2004.02.15.06.42.39,0,0,0.082819,0.082819,-0.001959,0.974,0.082796,NORMAL
2004.02.15.06.52.39,0,0,0.082565,0.082565,-0.002177,0.703,0.082536,NORMAL
2004.02.15.07.02.39,0,0,0.08369,0.08369,-0.002323,0.813,0.083658,NORMAL
2004.02.15.07.12.39,0,0,0.082702,0.082702,-0.002006,0.881,0.082677,NORMAL
2004.02.15.07.22.39,0,0,0.081554,0.081554,-0.002016,0.625,0.081529,NORMAL
2004.02.15.07.32.39,0,0,0.083044,0.083044,-0.002155,0.623,0.083016,NORMAL
2004.02.15.07.42.39,0,0,0.083189,0.083189,-0.001975,0.786,0.083166,NORMAL
2004.02.15.07.52.39,0,0,0.082848,0.082848,-0.001864,0.657,0.082827,NORMAL
2004.02.15.08.02.39,0,0,0.082935,0.082935,-0.002258,0.825,0.082905,NORMAL
2004.02.15.08.12.39,0,0,0.082557,0.082557,-0.002127,0.833,0.08253,NORMAL
2004.02.15.08.22.39,0,0,0.081961,0.081961,-0.002069,0.627,0.081935,NORMAL
2004.02.15.08.32.39,0,0,0.083492,0.083492,-0.00206,0.916,0.083467,NORMAL
2004.02.15.08.42.39,0,0,0.083402,0.083402,-0.002046,0.776,0.083377,NORMAL
2004.02.15.08.52.39,0,0,0.082882,0.082882,-0.002204,0.671,0.082852,NORMAL
2004.02.15.09.02.39,0,0,0.083393,0.083393,-0.002404,0.808,0.083358,NORMAL
2004.02.15.09.12.39,0,0,0.082534,0.082534,-0.002135,0.811,0.082506,NORMAL
2004.02.15.09.22.39,0,0,0.08386,0.08386,-0.001522,0.75,0.083846,NORMAL
2004.02.15.09.32.39,0,0,0.082847,0.082847,-0.002057,0.776,0.082821,NORMAL
2004.02.15.09.42.39,0,0,0.082597,0.082597,-0.00249,0.771,0.08256,NORMAL
2004.02.15.09.52.39,0,0,0.082675,0.082675,-0.00171,0.679,0.082658,NORMAL
2004.02.15.10.02.39,0,0,0.08307,0.08307,-0.002441,0.596,0.083034,NORMAL
2004.02.15.10.12.39,0,0,0.082931,0.082931,-0.001888,0.84,0.082909,NORMAL
2004.02.15.10.22.39,0,0,0.082697,0.082697,-0.001939,0.696,0.082674,NORMAL
2004.02.15.10.32.39,0,0,0.083052,0.083052,-0.002101,0.876,0.083026,NORMAL
2004.02.15.10.42.39,0,0,0.081848,0.081848,-0.002181,0.776,0.081819,NORMAL
2004.02.15.10.52.39,0,0,0.083126,0.083126,-0.001664,0.598,0.083109,NORMAL
2004.02.15.11.02.39,0,0,0.082977,0.082977,-0.00213,0.701,0.082949,NORMAL
2004.02.15.11.12.39,0,0,0.083861,0.083861,-0.002355,1.03,0.083828,NORMAL
2004.02.15.11.22.39,0,0,0.082152,0.082152,-0.00181,0.698,0.082132,NORMAL
2004.02.15.11.32.39,0,0,0.083127,0.083127,-0.001769,0.62,0.083108,NORMAL
2004.02.15.11.42.39,0,0,0.083089,0.083089,-0.002022,1.018,0.083065,NORMAL
2004.02.15.11.52.39,0,0,0.083626,0.083626,-0.001714,0.859,0.083609,NORMAL
2004.02.15.12.02.39,0,0,0.082689,0.082689,-0.002092,1.018,0.082663,NORMAL
2004.02.15.12.12.39,0,0,0.08251,0.08251,-0.001792,0.688,0.08249,NORMAL
2004.02.15.12.22.39,0,0,0.083959,0.083959,-0.002519,0.906,0.083921,NORMAL
2004.02.15.12.32.39,0,0,0.083213,0.083213,-0.002193,0.781,0.083184,NORMAL
2004.02.15.12.42.39,0,0,0.084594,0.084594,-0.001996,0.82,0.084571,NORMAL
2004.02.15.12.52.39,0,0,0.082911,0.082911,-0.001713,0.698,0.082893,NORMAL
2004.02.15.13.02.39,0,0,0.083385,0.083385,-0.001441,0.842,0.083373,NORMAL
2004.02.15.13.12.39,0,0,0.082314,0.082314,-0.002098,0.818,0.082287,NORMAL
2004.02.15.13.22.39,0,0,0.082746,0.082746,-0.002132,0.789,0.082718,NORMAL
2004.02.15.13.32.39,0,0,0.083164,0.083164,-0.002177,0.696,0.083136,NORMAL
2004.02.15.13.42.39,0,0,0.083815,0.083815,-0.001939,0.901,0.083793,NORMAL
2004.02.15.13.52.39,0,0,0.083219,0.083219,-0.001985,0.71,0.083196,NORMAL
2004.02.15.14.02.39,0,0,0.083782,0.083782,-0.001961,0.747,0.083759,NORMAL
2004.02.15.14.12.39,0,0,0.083808,0.083808,-0.001559,0.791,0.083793,NORMAL
2004.02.15.14.22.39,0,0,0.082839,0.082839,-0.002027,0.74,0.082814,NORMAL
2004.02.15.14.32.39,0,0,0.082163,0.082163,-0.002321,0.566,0.08213,NORMAL
2004.02.15.14.42.39,0,0,0.082701,0.082701,-0.001847,0.684,0.08268,NORMAL
2004.02.15.14.52.39,0,0,0.084111,0.084111,-0.00218,0.718,0.084083,NORMAL
2004.02.15.15.02.39,0,0,0.083894,0.083894,-0.002345,0.801,0.083862,NORMAL
2004.02.15.15.12.39,0,0,0.083498,0.083498,-0.002009,0.706,0.083473,NORMAL
2004.02.15.15.22.39,0,0,0.085441,0.085441,-0.002028,0.876,0.085417,NORMAL
2004.02.15.15.32.39,0,0,0.084121,0.084121,-0.002107,0.679,0.084095,NORMAL
2004.02.15.15.42.39,0,0,0.082728,0.082728,-0.002125,0.708,0.082701,NORMAL
2004.02.15.15.52.39,0,0,0.082409,0.082409,-0.002279,0.671,0.082378,NORMAL
2004.02.15.16.02.39,0,0,0.081659,0.081659,-0.001757,0.649,0.08164,NORMAL
2004.02.15.16.12.39,0,0,0.083504,0.083504,-0.002186,0.757,0.083475,NORMAL
2004.02.15.16.22.39,0,0,0.082339,0.082339,-0.001733,0.789,0.082321,NORMAL
2004.02.15.16.32.39,0,0,0.083888,0.083888,-0.001998,0.935,0.083864,NORMAL
2004.02.15.16.42.39,0,0,0.081925,0.081925,-0.001952,0.889,0.081902,NORMAL
2004.02.15.16.52.39,0,0,0.083321,0.083321,-0.001998,1.04,0.083297,NORMAL
2004.02.15.17.02.39,0,0,0.082812,0.082812,-0.00196,0.586,0.082789,NORMAL
2004.02.15.17.12.39,0,0,0.083139,0.083139,-0.00199,0.884,0.083115,NORMAL
2004.02.15.17.22.39,0,0,0.082137,0.082137,-0.001931,0.732,0.082114,NORMAL
2004.02.15.17.32.39,0,0,0.083152,0.083152,-0.001854,0.813,0.083131,NORMAL
2004.02.15.17.42.39,0,0,0.083186,0.083186,-0.00203,0.852,0.083161,NORMAL
2004.02.15.17.52.39,0,0,0.08303,0.08303,-0.001972,0.94,0.083007,NORMAL
2004.02.15.18.02.39,0,0,0.082394,0.082394,-0.001891,0.723,0.082372,NORMAL
2004.02.15.18.12.39,0,0,0.08294,0.08294,-0.001501,0.667,0.082927,NORMAL
2004.02.15.18.22.39,0,0,0.083956,0.083956,-0.001808,0.913,0.083936,NORMAL
2004.02.15.18.32.39,0,0,0.082079,0.082079,-0.002217,0.854,0.082049,NORMAL
2004.02.15.18.42.39,0,0,0.082597,0.082597,-0.001744,0.83,0.082578,NORMAL
2004.02.15.18.52.39,0,0,0.082708,0.082708,-0.002037,0.837,0.082683,NORMAL
2004.02.15.19.02.39,0,0,0.08241,0.08241,-0.002357,0.73,0.082376,NORMAL
2004.02.15.19.12.39,0,0,0.082644,0.082644,-0.001984,0.984,0.08262,NORMAL
2004.02.15.19.22.39,0,0,0.082784,0.082784,-0.001754,1.008,0.082766,NORMAL
2004.02.15.19.32.39,0,0,0.082127,0.082127,-0.001982,0.999,0.082103,NORMAL
2004.02.15.19.42.39,0,0,0.082389,0.082389,-0.001849,0.671,0.082368,NORMAL
2004.02.15.19.52.39,0,0,0.083901,0.083901,-0.00231,1.035,0.083869,NORMAL
2004.02.15.20.02.39,0,0,0.081594,0.081594,-0.002374,0.725,0.081559,NORMAL
2004.02.15.20.12.39,0,0,0.081678,0.081678,-0.002075,0.833,0.081651,NORMAL
2004.02.15.20.22.39,0,0,0.082778,0.082778,-0.001788,0.754,0.082759,NORMAL
2004.02.15.20.32.39,0,0,0.082742,0.082742,-0.002028,0.833,0.082717,NORMAL
2004.02.15.20.42.39,0,0,0.08274,0.08274,-0.001897,0.872,0.082718,NORMAL
2004.02.15.20.52.39,0,0,0.081342,0.081342,-0.002124,0.803,0.081315,NORMAL
2004.02.15.21.02.39,0,0,0.082045,0.082045,-0.001748,0.879,0.082027,NORMAL
2004.02.15.21.12.39,0,0,0.082839,0.082839,-0.002369,0.713,0.082805,NORMAL
2004.02.15.21.22.39,0,0,0.083708,0.083708,-0.001893,0.791,0.083687,NORMAL
2004.02.15.21.32.39,0,0,0.082724,0.082724,-0.002623,0.637,0.082682,NORMAL
2004.02.15.21.42.39,0,0,0.082587,0.082587,-0.001975,0.774,0.082563,NORMAL
2004.02.15.21.52.39,0,0,0.081666,0.081666,-0.001671,0.977,0.081649,NORMAL
2004.02.15.22.02.39,0,0,0.082343,0.082343,-0.001917,0.735,0.08232,NORMAL
2004.02.15.22.12.39,0,0,0.083072,0.083072,-0.001823,0.798,0.083052,NORMAL
2004.02.15.22.22.39,0,0,0.083431,0.083431,-0.001697,0.881,0.083414,NORMAL
2004.02.15.22.32.39,0,0,0.084093,0.084093,-0.002104,0.857,0.084067,NORMAL
2004.02.15.22.42.39,0,0,0.083199,0.083199,-0.001802,0.723,0.083179,NORMAL
2004.02.15.22.52.39,0,0,0.083063,0.083063,-0.001764,0.737,0.083044,NORMAL
2004.02.15.23.02.39,0,0,0.083994,0.083994,-0.001741,0.759,0.083976,NORMAL
2004.02.15.23.12.39,0,0,0.083456,0.083456,-0.001928,0.61,0.083434,NORMAL
2004.02.15.23.22.39,0,0,0.083074,0.083074,-0.002367,0.723,0.08304,NORMAL
2004.02.15.23.32.39,0,0,0.082805,0.082805,-0.001845,0.669,0.082784,NORMAL
2004.02.15.23.42.39,0,0,0.083479,0.083479,-0.00224,0.715,0.083449,NORMAL
2004.02.15.23.52.39,0,0,0.084651,0.084651,-0.001923,0.725,0.084629,NORMAL
2004.02.16.00.02.39,0,0,0.082859,0.082859,-0.001942,0.647,0.082836,NORMAL
2004.02.16.00.12.39,0,0,0.082694,0.082694,-0.00243,0.857,0.082658,NORMAL
2004.02.16.00.22.39,0,0,0.083185,0.083185,-0.002208,0.825,0.083156,NORMAL
2004.02.16.00.32.39,0,0,0.082697,0.082697,-0.002107,0.603,0.08267,NORMAL
2004.02.16.00.42.39,0,0,0.083722,0.083722,-0.001766,1.025,0.083703,NORMAL
2004.02.16.00.52.39,0,0,0.082191,0.082191,-0.002173,0.889,0.082162,NORMAL
2004.02.16.01.02.39,0,0,0.082853,0.082853,-0.00154,0.74,0.082839,NORMAL
2004.02.16.01.12.39,0,0,0.083671,0.083671,-0.001841,0.688,0.08365,NORMAL
2004.02.16.01.22.39,0,0,0.082188,0.082188,-0.002063,0.767,0.082162,NORMAL
2004.02.16.01.32.39,0,0,0.083213,0.083213,-0.002404,0.745,0.083178,NORMAL
2004.02.16.01.42.39,0,0,0.084835,0.084835,-0.002159,0.776,0.084807,NORMAL
2004.02.16.01.52.39,0,0,0.083502,0.083502,-0.00203,0.876,0.083477,NORMAL
2004.02.16.02.02.39,0,0,0.08432,0.08432,-0.001499,0.759,0.084307,NORMAL
2004.02.16.02.12.39,0,0,0.083013,0.083013,-0.002114,0.867,0.082986,NORMAL
2004.02.16.02.22.39,0,0,0.083244,0.083244,-0.001907,0.881,0.083222,NORMAL
2004.02.16.02.32.39,0,0,0.083301,0.083301,-0.00188,0.75,0.08328,NORMAL
2004.02.16.02.42.39,0,0,0.082488,0.082488,-0.001902,0.947,0.082466,NORMAL
2004.02.16.02.52.39,0,0,0.084062,0.084062,-0.002449,0.85,0.084026,NORMAL
2004.02.16.03.02.39,0,0,0.08263,0.08263,-0.002185,0.818,0.082601,NORMAL
2004.02.16.03.12.39,0,0,0.084705,0.084705,-0.001879,0.706,0.084684,NORMAL
2004.02.16.03.22.39,0,0,0.085399,0.085399,-0.002227,0.864,0.08537,NORMAL
2004.02.16.03.32.39,0,0,0.08447,0.08447,-0.002004,0.92,0.084446,NORMAL
2004.02.16.03.42.39,0,0,0.083995,0.083995,-0.001605,0.618,0.08398,NORMAL
2004.02.16.03.52.39,0,0,0.084081,0.084081,-0.001956,0.754,0.084059,NORMAL
2004.02.16.04.02.39,0,0,0.084825,0.084825,-0.002123,1.284,0.084798,NORMAL
2004.02.16.04.12.39,0,0,0.087088,0.087088,-0.001976,0.881,0.087066,NORMAL
2004.02.16.04.22.39,0,0,0.085717,0.085717,-0.001974,0.923,0.085694,NORMAL
2004.02.16.04.32.39,0,0,0.085048,0.085048,-0.001864,0.83,0.085028,NORMAL
2004.02.16.04.42.39,0,0,0.084662,0.084662,-0.001987,0.879,0.084638,NORMAL
2004.02.16.04.52.39,0,0,0.084756,0.084756,-0.002079,0.779,0.08473,NORMAL
2004.02.16.05.02.39,0,0,0.085123,0.085123,-0.002113,0.715,0.085096,NORMAL
2004.02.16.05.12.39,0,0,0.084055,0.084055,-0.001998,0.674,0.084031,NORMAL
2004.02.16.05.22.39,0,0,0.085164,0.085164,-0.001989,0.964,0.085141,NORMAL
2004.02.16.05.32.39,0,0,0.084531,0.084531,-0.002496,0.698,0.084495,NORMAL
2004.02.16.05.42.39,0,0,0.085444,0.085444,-0.00216,0.803,0.085417,NORMAL
2004.02.16.05.52.39,0,0,0.085232,0.085232,-0.00162,0.73,0.085216,NORMAL
2004.02.16.06.02.39,0,0,0.08587,0.08587,-0.001988,0.815,0.085847,NORMAL
2004.02.16.06.12.39,0,0,0.086913,0.086913,-0.002314,0.837,0.086882,NORMAL
2004.02.16.06.22.39,0,0,0.085787,0.085787,-0.002058,0.957,0.085762,NORMAL
2004.02.16.06.32.39,0,0,0.084853,0.084853,-0.00238,0.759,0.08482,NORMAL
2004.02.16.06.42.39,0,0,0.085392,0.085392,-0.001761,0.852,0.085374,NORMAL
2004.02.16.06.52.39,0,0,0.086679,0.086679,-0.002221,0.972,0.08665,NORMAL
2004.02.16.07.02.39,0,0,0.085462,0.085462,-0.002199,0.73,0.085434,NORMAL
2004.02.16.07.12.39,0,0,0.084286,0.084286,-0.002108,0.813,0.084259,NORMAL
2004.02.16.07.22.39,0,0,0.086396,0.086396,-0.00196,0.852,0.086374,NORMAL
2004.02.16.07.32.39,0,0,0.083984,0.083984,-0.00199,0.652,0.08396,NORMAL
2004.02.16.07.42.39,0,0,0.085812,0.085812,-0.002271,0.986,0.085782,NORMAL
2004.02.16.07.52.39,0,0,0.086065,0.086065,-0.002276,0.898,0.086034,NORMAL
2004.02.16.08.02.39,0,0,0.085561,0.085561,-0.001987,0.994,0.085538,NORMAL
2004.02.16.08.12.39,0,0,0.085643,0.085643,-0.001911,0.845,0.085622,NORMAL
2004.02.16.08.22.39,0,0,0.085778,0.085778,-0.002281,0.806,0.085748,NORMAL
2004.02.16.08.32.39,0,0,0.085142,0.085142,-0.002035,0.745,0.085118,NORMAL
2004.02.16.08.42.39,0,0,0.085786,0.085786,-0.001815,0.737,0.085767,NORMAL
2004.02.16.08.52.39,0,0,0.086247,0.086247,-0.001977,0.857,0.086224,NORMAL
2004.02.16.09.02.39,0,0,0.08486,0.08486,-0.002486,0.662,0.084823,NORMAL
2004.02.16.09.12.39,0,0,0.084761,0.084761,-0.002137,0.977,0.084734,NORMAL
2004.02.16.09.22.39,0,0,0.086081,0.086081,-0.001806,0.71,0.086062,NORMAL
2004.02.16.09.32.39,0,0,0.086206,0.086206,-0.001805,0.735,0.086187,NORMAL
2004.02.16.09.42.39,0,0,0.086439,0.086439,-0.00222,0.74,0.086411,NORMAL
2004.02.16.09.52.39,0,0,0.085115,0.085115,-0.002484,0.759,0.085079,NORMAL
2004.02.16.10.02.39,0,0,0.086395,0.086395,-0.001874,0.933,0.086375,NORMAL
2004.02.16.10.12.39,0,0,0.085852,0.085852,-0.001944,0.73,0.08583,NORMAL
2004.02.16.10.22.39,0,0,0.08725,0.08725,-0.001602,0.815,0.087236,NORMAL
2004.02.16.10.32.39,0,0,0.085653,0.085653,-0.001763,0.92,0.085635,NORMAL
2004.02.16.10.42.39,0,0,0.085409,0.085409,-0.002132,0.728,0.085382,NORMAL
2004.02.16.10.52.39,0,0,0.085661,0.085661,-0.002048,0.879,0.085636,NORMAL
